Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,Attend
Sun Apr 8 2018,6:00 pm,Orlando Magic,101,Toronto Raptors,112,19948,
Mon Apr 9 2018,7:30 pm,Chicago Bulls,105,Brooklyn Nets,114,16187,
Mon Apr 9 2018,9:00 pm,Portland Trail Blazers,82,Denver Nuggets,88,17467,
Mon Apr 9 2018,7:00 pm,Toronto Raptors,108,Detroit Pistons,98,17529,
Mon Apr 9 2018,10:30 pm,New Orleans Pelicans,113,Los Angeles Clippers,100,15742,
Mon Apr 9 2018,7:30 pm,Oklahoma City Thunder,115,Miami Heat,93,19600,
Mon Apr 9 2018,8:00 pm,Orlando Magic,86,Milwaukee Bucks,102,18717,
Mon Apr 9 2018,8:00 pm,Memphis Grizzlies,94,Minnesota Timberwolves,113,17641,
Mon Apr 9 2018,7:30 pm,Cleveland Cavaliers,123,New York Knicks,109,19449,
Mon Apr 9 2018,8:30 pm,Sacramento Kings,85,San Antonio Spurs,98,18418,
Tue Apr 10 2018,7:30 pm,Philadelphia 76ers,121,Atlanta Hawks,113,15673,
Tue Apr 10 2018,8:30 pm,Phoenix Suns,124,Dallas Mavericks,97,20041,
Tue Apr 10 2018,7:00 pm,Charlotte Hornets,119,Indiana Pacers,93,17331,
Tue Apr 10 2018,10:30 pm,Houston Rockets,105,Los Angeles Lakers,99,18997,
Tue Apr 10 2018,9:00 pm,Golden State Warriors,79,Utah Jazz,119,18306,
Tue Apr 10 2018,8:00 pm,Boston Celtics,101,Washington Wizards,113,18887,
Wed Apr 11 2018,8:00 pm,Brooklyn Nets,97,Boston Celtics,110,18624,
Wed Apr 11 2018,8:00 pm,Detroit Pistons,119,Chicago Bulls,87,21342,
Wed Apr 11 2018,8:00 pm,New York Knicks,110,Cleveland Cavaliers,98,20562,
Wed Apr 11 2018,10:30 pm,Los Angeles Lakers,115,Los Angeles Clippers,100,19068,
Wed Apr 11 2018,8:00 pm,Toronto Raptors,109,Miami Heat,116,19600,
Wed Apr 11 2018,8:00 pm,Denver Nuggets,106,Minnesota Timberwolves,112,18978,
Wed Apr 11 2018,8:00 pm,San Antonio Spurs,98,New Orleans Pelicans,122,18573,
Wed Apr 11 2018,8:00 pm,Memphis Grizzlies,123,Oklahoma City Thunder,137,18203,
Wed Apr 11 2018,8:00 pm,Washington Wizards,92,Orlando Magic,101,17598,
Wed Apr 11 2018,8:00 pm,Milwaukee Bucks,95,Philadelphia 76ers,130,20659,
Wed Apr 11 2018,10:30 pm,Utah Jazz,93,Portland Trail Blazers,102,20186,
Wed Apr 11 2018,10:30 pm,Houston Rockets,83,Sacramento Kings,96,17583,
Sat Apr 14 2018,3:00 pm,San Antonio Spurs,92,Golden State Warriors,113,19596,
Sat Apr 14 2018,8:00 pm,Miami Heat,103,Philadelphia 76ers,130,20617,
Sat Apr 14 2018,10:30 pm,New Orleans Pelicans,97,Portland Trail Blazers,95,19882,
Sat Apr 14 2018,5:30 pm,Washington Wizards,106,Toronto Raptors,114,19937,
Sun Apr 15 2018,1:00 pm,Milwaukee Bucks,107,Boston Celtics,113,18624,
Sun Apr 15 2018,3:30 pm,Indiana Pacers,98,Cleveland Cavaliers,80,20562,
Sun Apr 15 2018,9:00 pm,Minnesota Timberwolves,101,Houston Rockets,104,18055,
Sun Apr 15 2018,6:30 pm,Utah Jazz,108,Oklahoma City Thunder,116,18203,
Mon Apr 16 2018,10:30 pm,San Antonio Spurs,101,Golden State Warriors,116,19596,
Mon Apr 16 2018,8:00 pm,Miami Heat,113,Philadelphia 76ers,103,20753,
Tue Apr 17 2018,8:00 pm,Milwaukee Bucks,106,Boston Celtics,120,18624,
Tue Apr 17 2018,10:30 pm,New Orleans Pelicans,111,Portland Trail Blazers,102,20066,
Tue Apr 17 2018,7:00 pm,Washington Wizards,119,Toronto Raptors,130,20242,
Wed Apr 18 2018,7:00 pm,Indiana Pacers,97,Cleveland Cavaliers,100,20562,
Wed Apr 18 2018,9:30 pm,Minnesota Timberwolves,82,Houston Rockets,102,18055,
Wed Apr 18 2018,8:00 pm,Utah Jazz,102,Oklahoma City Thunder,95,18203,
Thu Apr 19 2018,7:00 pm,Philadelphia 76ers,128,Miami Heat,108,19812,
Thu Apr 19 2018,9:00 pm,Portland Trail Blazers,102,New Orleans Pelicans,119,18551,
Thu Apr 19 2018,9:30 pm,Golden State Warriors,110,San Antonio Spurs,97,18418,
Fri Apr 20 2018,7:00 pm,Cleveland Cavaliers,90,Indiana Pacers,92,17923,
Fri Apr 20 2018,9:30 pm,Boston Celtics,92,Milwaukee Bucks,116,18717,
Fri Apr 20 2018,8:00 pm,Toronto Raptors,103,Washington Wizards,122,20356,
Sat Apr 21 2018,2:30 pm,Philadelphia 76ers,106,Miami Heat,102,19804,
Sat Apr 21 2018,7:30 pm,Houston Rockets,105,Minnesota Timberwolves,121,18978,
Sat Apr 21 2018,5:00 pm,Portland Trail Blazers,123,New Orleans Pelicans,131,18544,
Sat Apr 21 2018,10:00 pm,Oklahoma City Thunder,102,Utah Jazz,115,18306,
Sun Apr 22 2018,8:30 pm,Cleveland Cavaliers,104,Indiana Pacers,100,17923,
Sun Apr 22 2018,1:00 pm,Boston Celtics,102,Milwaukee Bucks,104,18717,
Sun Apr 22 2018,3:30 pm,Golden State Warriors,90,San Antonio Spurs,103,18418,
Sun Apr 22 2018,6:00 pm,Toronto Raptors,98,Washington Wizards,106,20356,
Mon Apr 23 2018,8:00 pm,Houston Rockets,119,Minnesota Timberwolves,100,18978,
Mon Apr 23 2018,10:30 pm,Oklahoma City Thunder,96,Utah Jazz,113,18306,
Tue Apr 24 2018,7:00 pm,Milwaukee Bucks,87,Boston Celtics,92,18624,
Tue Apr 24 2018,10:30 pm,San Antonio Spurs,91,Golden State Warriors,99,19596,
Tue Apr 24 2018,8:00 pm,Miami Heat,91,Philadelphia 76ers,104,21171,
Wed Apr 25 2018,7:00 pm,Indiana Pacers,95,Cleveland Cavaliers,98,20562,
Wed Apr 25 2018,9:30 pm,Minnesota Timberwolves,104,Houston Rockets,122,18055,
Wed Apr 25 2018,9:30 pm,Utah Jazz,99,Oklahoma City Thunder,107,18203,
Wed Apr 25 2018,7:00 pm,Washington Wizards,98,Toronto Raptors,108,19987,
Thu Apr 26 2018,8:00 pm,Boston Celtics,86,Milwaukee Bucks,97,18717,
Fri Apr 27 2018,8:00 pm,Cleveland Cavaliers,87,Indiana Pacers,121,17923,
Fri Apr 27 2018,10:30 pm,Oklahoma City Thunder,91,Utah Jazz,96,18306,
Fri Apr 27 2018,7:00 pm,Toronto Raptors,102,Washington Wizards,92,20356,
Sat Apr 28 2018,8:00 pm,Milwaukee Bucks,96,Boston Celtics,112,18624,
Sat Apr 28 2018,10:30 pm,New Orleans Pelicans,101,Golden State Warriors,123,19596,
Sun Apr 29 2018,1:00 pm,Indiana Pacers,101,Cleveland Cavaliers,105,20562,
Sun Apr 29 2018,3:30 pm,Utah Jazz,96,Houston Rockets,110,18055,
Mon Apr 30 2018,8:00 pm,Philadelphia 76ers,101,Boston Celtics,117,18624,
Tue May 1 2018,10:30 pm,New Orleans Pelicans,116,Golden State Warriors,121,19596,
Tue May 1 2018,8:00 pm,Cleveland Cavaliers,113,Toronto Raptors,112,19954,
Wed May 2 2018,8:00 pm,Utah Jazz,116,Houston Rockets,108,18055,
Thu May 3 2018,8:30 pm,Philadelphia 76ers,103,Boston Celtics,108,18624,
Thu May 3 2018,6:00 pm,Cleveland Cavaliers,128,Toronto Raptors,110,20127,
Fri May 4 2018,8:00 pm,Golden State Warriors,100,New Orleans Pelicans,119,18551,
Fri May 4 2018,10:30 pm,Houston Rockets,113,Utah Jazz,92,18306,
Sat May 5 2018,8:30 pm,Toronto Raptors,103,Cleveland Cavaliers,105,20562,
Sat May 5 2018,5:00 pm,Boston Celtics,101,Philadelphia 76ers,98,20758,
Sun May 6 2018,3:30 pm,Golden State Warriors,118,New Orleans Pelicans,92,18513,
Sun May 6 2018,8:00 pm,Houston Rockets,100,Utah Jazz,87,18306,
Mon May 7 2018,8:30 pm,Toronto Raptors,93,Cleveland Cavaliers,128,20562,
Mon May 7 2018,6:00 pm,Boston Celtics,92,Philadelphia 76ers,103,20936,
Tue May 8 2018,10:30 pm,New Orleans Pelicans,104,Golden State Warriors,113,19596,
Tue May 8 2018,8:00 pm,Utah Jazz,102,Houston Rockets,112,18055,
Wed May 9 2018,8:00 pm,Philadelphia 76ers,112,Boston Celtics,114,18624,
Sun May 13 2018,3:30 pm,Cleveland Cavaliers,83,Boston Celtics,108,18624,
Mon May 14 2018,9:00 pm,Golden State Warriors,119,Houston Rockets,106,18055,
Tue May 15 2018,8:30 pm,Cleveland Cavaliers,94,Boston Celtics,107,18624,
Wed May 16 2018,9:00 pm,Golden State Warriors,105,Houston Rockets,127,18119,
Sat May 19 2018,8:30 pm,Boston Celtics,86,Cleveland Cavaliers,116,20562,
Sun May 20 2018,8:00 pm,Houston Rockets,85,Golden State Warriors,126,19596,
Mon May 21 2018,8:30 pm,Boston Celtics,102,Cleveland Cavaliers,111,20562,
Tue May 22 2018,9:00 pm,Houston Rockets,95,Golden State Warriors,92,19596,
Wed May 23 2018,8:30 pm,Cleveland Cavaliers,83,Boston Celtics,96,18624,
Thu May 24 2018,9:00 pm,Golden State Warriors,94,Houston Rockets,98,18208,
Fri May 25 2018,8:30 pm,Boston Celtics,99,Cleveland Cavaliers,109,20562,
Sat May 26 2018,9:00 pm,Houston Rockets,86,Golden State Warriors,115,19596,
Sun May 27 2018,8:30 pm,Cleveland Cavaliers,87,Boston Celtics,79,18624,
Mon May 28 2018,9:00 pm,Golden State Warriors,101,Houston Rockets,92,18055,
Thu May 31 2018,9:00 pm,Cleveland Cavaliers,114,Golden State Warriors,124,19596,
Sun Jun 3 2018,8:00 pm,Cleveland Cavaliers,103,Golden State Warriors,122,19596,
Wed Jun 6 2018,9:00 pm,Golden State Warriors,110,Cleveland Cavaliers,102,20562,
Fri Jun 8 2018,9:00 pm,Golden State Warriors,108,Cleveland Cavaliers,85,20562,
